Nº;Date;Time;Country;League;Home;Away;o15Home;totalHome;AvgHome;o15Away;totalAway;AvgAway;pHome;pAway;pSum;avgSum
119;02/06/2023;21:30;ECUADOR;LIGA PRO - FIRST STAGE - ROUND 13;LDU Quito;Libertad;26;30;2,8333;21;30;2,5333;0,8667;0,7;1,5667;5,3666
120;02/06/2023;13:30;GERMANY;REGIONALLIGA BAYERN - RELEGATION - FINAL;Eichstatt;Memmingen;26;30;3,4333;21;30;2,4;0,8667;0,7;1,5667;5,8333
121;02/06/2023;10:00;MALAYSIA;SUPER LEAGUE - ROUND 13;Kelantan United;Kelantan;23;30;2,6333;24;30;3,3;0,7667;0,8;1,5667;5,9333
122;02/06/2023;14:00;AUSTRIA;REGIONALLIGA CENTRAL - ROUND 29;SAK Klagenfurt;Ried (Am);24;30;3,2;23;30;3,1667;0,8;0,7667;1,5667;6,3667
123;02/06/2023;14:30;GERMANY;OBERLIGA NIEDERRHEIN - ROUND 42;SSVg Velbert;Germania Ratingen;23;30;3,4667;24;30;3,1667;0,7667;0,8;1,5667;6,6334
124;02/06/2023;11:00;SEYCHELLES;FIRST DIVISION LEAGUE - CHAMPIONSHIP GROUP - ROUND 14;Red Star;St Michel United;24;30;3,3667;23;30;2,5333;0,8;0,7667;1,5667;5,9
125;02/06/2023;19:00;BRAZIL;SERIE B - ROUND 10;Botafogo SP;Tombense;23;30;2,3667;24;30;2,7;0,7667;0,8;1,5667;5,0667
126;02/06/2023;15:45;IRELAND;PREMIER DIVISION - ROUND 18;Shamrock Rovers;Dundalk;25;30;2,9333;22;30;2,7333;0,8333;0,7333;1,5666;5,6666
127;02/06/2023;20:30;PARAGUAY;PRIMERA DIVISION - APERTURA - ROUND 21;Guarani;Olimpia Asuncion;25;30;2,8333;22;30;2,4333;0,8333;0,7333;1,5666;5,2666
128;02/06/2023;15:45;FRANCE;LIGUE 2 - ROUND 38;St Etienne;Valenciennes;25;30;2,9;22;30;2,6667;0,8333;0,7333;1,5666;5,5667
129;02/06/2023;14:00;TURKEY;SUPER LIG WOMEN - PLAY OFFS - FINAL;Fomget GSK W;Fenerbahce W;23;30;4,4333;23;30;3,7333;0,7667;0,7667;1,5334;8,1666
130;02/06/2023;11:00;ARGENTINA;RESERVE LEAGUE - FIRST STAGE - ROUND 19;Huracan 2;Central Cordoba 2;23;30;2,7667;23;30;2,8333;0,7667;0,7667;1,5334;5,6
131;02/06/2023;12:00;CZECH REPUBLIC;DIVISION D - ROUND 25;Breclav;Bohunice;23;30;3,4;23;30;3,2;0,7667;0,7667;1,5334;6,6
132;02/06/2023;14:30;AUSTRIA;BUNDESLIGA - RELEGATION GROUP - ROUND 32;Ried;Wolfsberger AC;23;30;2,8667;23;30;2,8333;0,7667;0,7667;1,5334;5,7
133;02/06/2023;07:00;SOUTH KOREA;K3 LEAGUE - ROUND 13;Busan Kyotong;Changwon;26;30;2,6333;20;30;2,0;0,8667;0,6667;1,5334;4,6333
134;02/06/2023;18:00;PARAGUAY;DIVISION INTERMEDIA - ROUND 11;Sol de America;3 de Febrero;23;30;2,7667;23;30;2,2;0,7667;0,7667;1,5334;4,9667
135;02/06/2023;20:30;PARAGUAY;PRIMERA DIVISION - APERTURA - ROUND 21;Cerro Porteno;Libertad Asuncion;25;30;2,9667;21;30;2,4333;0,8333;0,7;1,5333;5,4
136;02/06/2023;15:45;IRELAND;PREMIER DIVISION - ROUND 18;UC Dublin;St. Patricks;22;30;2,7333;24;30;3,1;0,7333;0,8;1,5333;5,8333
137;02/06/2023;06:15;MYANMAR;NATIONAL LEAGUE - ROUND 7;Shan Utd;Rakhine United;22;30;2,7333;24;30;3,2;0,7333;0,8;1,5333;5,9333
138;02/06/2023;12:30;ALGERIA;LIGUE 2 - ROUND 30;El Khemis;Hussein Dey;25;30;2,8667;21;30;2,5;0,8333;0,7;1,5333;5,3667
139;02/06/2023;06:30;AUSTRALIA;NPL VICTORIA - ROUND 16;Melbourne Knights;South Melbourne;27;30;3,1;19;30;2,6;0,9;0,6333;1,5333;5,7
140;02/06/2023;15:00;ARGENTINA;PRIMERA A WOMEN - APERTURA - ROUND 15;Excursionistas W;UAI Urquiza W;24;30;3,2;22;30;3,3333;0,8;0,7333;1,5333;6,5333
141;02/06/2023;12:30;SLOVAKIA;4. LIGA - CENTRAL - ROUND 24;Badin;Zarnovica;19;30;2,8333;27;30;5,3;0,6333;0,9;1,5333;8,1333
142;02/06/2023;08:00;KENYA;SUPER LEAGUE - ROUND 31;Silibwet;Mombasa Elite;21;30;2,2667;25;30;2,7333;0,7;0,8333;1,5333;5,0
143;02/06/2023;14:30;AUSTRIA;BUNDESLIGA - RELEGATION GROUP - ROUND 32;Tirol;Altach;27;30;3,5;19;30;2,3333;0,9;0,6333;1,5333;5,8333
144;02/06/2023;20:30;USA;NISA;Club de Lyon;Albion San Diego;5;7;3,0;24;30;2,6;0,7143;0,8;1,5143;5,6
145;02/06/2023;21:30;BRAZIL;SERIE B - ROUND 10;Vitoria;Ituano;26;30;2,5667;19;30;2,1333;0,8667;0,6333;1,5;4,7
146;02/06/2023;08:35;CHINA;SUPER LEAGUE - ROUND 11;Beijing Guoan;Changchun Yatai;25;30;3,1667;20;30;2,7667;0,8333;0,6667;1,5;5,9334
147;02/06/2023;15:45;IRELAND;PREMIER DIVISION - ROUND 18;Drogheda;Cork City;22;30;2,3333;23;30;2,7667;0,7333;0,7667;1,5;5,1
148;02/06/2023;15:45;FRANCE;LIGUE 2 - ROUND 38;Amiens;Laval;25;30;2,7;20;30;2,4;0,8333;0,6667;1,5;5,1
149;02/06/2023;16:15;ICELAND;LENGJUDEILDIN - ROUND 5;Grotta;Leiknir;21;30;3,2;24;30;3,7667;0,7;0,8;1,5;6,9667
150;02/06/2023;12:00;LITHUANIA;A LYGA - ROUND 16;Dziugas Telsiai;Kauno Zalgiris;23;30;2,6333;22;30;2,7667;0,7667;0,7333;1,5;5,4
151;02/06/2023;20:00;URUGUAY;PRIMERA DIVISION - TORNEO INTERMEDIO - ROUND 1;La Luz;Penarol;23;30;2,9;22;30;2,6333;0,7667;0,7333;1,5;5,5333
152;02/06/2023;07:00;BANGLADESH;PREMIER LEAGUE - ROUND 19;Azampur Uttara;Sheikh Russel;14;19;3,4737;22;30;3,4667;0,7368;0,7333;1,4701;6,9404
153;02/06/2023;14:00;DENMARK;1ST DIVISION - RELEGATION GROUP - ROUND 32;Koge;F. Amager;23;30;3,6;21;30;3,0;0,7667;0,7;1,4667;6,6
154;02/06/2023;12:00;JORDAN;SHIELD CUP - ROUND 4;Shabab Al Ordon;Al Hussein;23;30;2,7333;21;30;2,2667;0,7667;0,7;1,4667;5,0
155;02/06/2023;07:30;AUSTRALIA;NPL VICTORIA - ROUND 16;Heidelberg Utd;St Albans;23;30;3,5;21;30;2,8;0,7667;0,7;1,4667;6,3
156;02/06/2023;13:00;ARMENIA;PREMIER LEAGUE - ROUND 35;Pyunik Yerevan;Urartu;25;30;2,8667;19;30;2,5333;0,8333;0,6333;1,4666;5,4
157;02/06/2023;22:00;USA;MLS NEXT PRO;Austin FC II;Real Monarchs;8;11;2,2727;22;30;3,1;0,7273;0,7333;1,4606;5,3727
158;02/06/2023;12:00;BULGARIA;THIRD LEAGUE - SOUTH-EAST - ROUND 38;Dimitrovgrad;Gigant Saedinenie;20;30;2,9333;23;30;2,6667;0,6667;0,7667;1,4334;5,6
159;02/06/2023;18:00;PARAGUAY;DIVISION INTERMEDIA - ROUND 11;12 de Octubre;Atyra;23;30;2,7667;20;30;2,2;0,7667;0,6667;1,4334;4,9667
160;02/06/2023;12:30;CROATIA;PRVA NL - ROUND 33;Rudes;Vukovar 1991;23;30;2,6333;20;30;2,4333;0,7667;0,6667;1,4334;5,0666
161;02/06/2023;06:00;UKRAINE;YOUTH LEAGUE - ROUND 30;Kolos Kovalivka U19;Lviv U19;23;30;2,5667;20;30;2,2;0,7667;0,6667;1,4334;4,7667
162;02/06/2023;21:30;BRAZIL;SERIE B - ROUND 10;Criciuma;Atletico GO;17;30;1,7333;26;30;3,1;0,5667;0,8667;1,4334;4,8333
163;02/06/2023;12:30;ALGERIA;LIGUE 2 - ROUND 30;Medea;Saida;20;30;2,5667;23;30;2,6667;0,6667;0,7667;1,4334;5,2334
164;02/06/2023;15:45;FRANCE;LIGUE 2 - ROUND 38;Nimes;Sochaux;23;30;2,8333;20;30;2,5667;0,7667;0,6667;1,4334;5,4
165;02/06/2023;15:45;FRANCE;LIGUE 2 - ROUND 38;Bordeaux;Rodez;23;30;2,5333;20;30;2,6667;0,7667;0,6667;1,4334;5,2
166;02/06/2023;15:45;IRELAND;PREMIER DIVISION - ROUND 18;Bohemians;Sligo Rovers;21;30;2,5;22;30;2,6333;0,7;0,7333;1,4333;5,1333
167;02/06/2023;08:00;KENYA;SUPER LEAGUE - ROUND 31;Migori;Coastal Heroes;19;30;2,1333;24;30;3,0667;0,6333;0,8;1,4333;5,2
168;02/06/2023;20:30;PARAGUAY;PRIMERA DIVISION - APERTURA - ROUND 21;Sp. Luqueno;Sportivo Trinidense;21;30;2,3;22;30;2,3333;0,7;0,7333;1,4333;4,6333
169;02/06/2023;20:00;BRAZIL;SERIE C - FIRST STAGE - ROUND 6;America RN;Operario;19;30;2,2333;24;30;2,6667;0,6333;0,8;1,4333;4,9
170;02/06/2023;09:00;RUSSIA;SUPREME DIVISION WOMEN - ROUND 12;FK Yenisey W;Lokomotiv Moscow W;21;30;2,8;22;30;3,0667;0,7;0,7333;1,4333;5,8667
171;02/06/2023;13:30;SLOVAKIA;4. LIGA - BRATISLAVA - ROUND 28;MSK Senec;Rohoznik;19;30;2,1667;24;30;2,9;0,6333;0,8;1,4333;5,0667
172;02/06/2023;19:00;ARGENTINA;LIGA PROFESIONAL - ROUND 19;Estudiantes L.P.;Barracas Central;22;30;2,3333;21;30;2,2;0,7333;0,7;1,4333;4,5333
173;02/06/2023;15:45;FRANCE;LIGUE 2 - ROUND 38;Niort;Quevilly Rouen;22;30;2,7667;21;30;2,4333;0,7333;0,7;1,4333;5,2
174;02/06/2023;22:00;USA;USL CHAMPIONSHIP;Colorado Springs;Oakland Roots;19;30;2,2667;23;30;2,6;0,6333;0,7667;1,4;4,8667
175;02/06/2023;14:00;AUSTRIA;REGIONALLIGA CENTRAL - ROUND 29;Vocklamarkt;Union Gurten;22;30;2,5333;20;30;2,6667;0,7333;0,6667;1,4;5,2
176;02/06/2023;15:00;ARGENTINA;PRIMERA A WOMEN - APERTURA - ROUND 15;Ferro W;Platense W;21;30;2,6667;21;30;2,3667;0,7;0,7;1,4;5,0334
177;02/06/2023;21:00;CHILE;SEGUNDA DIVISION - ROUND 13;Limache;Trasandino;21;30;2,2667;21;30;2,3667;0,7;0,7;1,4;4,6334
178;02/06/2023;20:30;USA;USL CHAMPIONSHIP;Charleston;Indy Eleven;23;30;3,1;19;30;2,7333;0,7667;0,6333;1,4;5,8333
179;02/06/2023;14:00;SWEDEN;ALLSVENSKAN WOMEN - ROUND 11;Hammarby W;Norrkoping W;24;30;3,3;18;30;2,8;0,8;0,6;1,4;6,1
180;02/06/2023;21:30;ARGENTINA;LIGA PROFESIONAL - ROUND 19;Tigre;Talleres Cordoba;22;30;2,4;20;30;2,5333;0,7333;0,6667;1,4;4,9333
181;02/06/2023;11:00;ARGENTINA;RESERVE LEAGUE - FIRST STAGE - ROUND 19;Defensa y Justicia 2;River Plate 2;21;30;2,8333;21;30;2,6667;0,7;0,7;1,4;5,5
182;02/06/2023;19:00;ARGENTINA;PRIMERA NACIONAL - ROUND 17;Chacarita Juniors;Atl. Rafaela;22;30;2,1667;20;30;2,2667;0,7333;0,6667;1,4;4,4334
183;02/06/2023;15:30;ARGENTINA;PRIMERA C - ROUND 20;Yupanqui;Deportivo Espanol;24;30;2,6667;18;30;2,1667;0,8;0,6;1,4;4,8334
184;02/06/2023;11:00;ARGENTINA;RESERVE LEAGUE - FIRST STAGE - ROUND 19;Velez Sarsfield 2;Belgrano 2;25;30;2,8333;10;18;2,1667;0,8333;0,5556;1,3889;5,0
185;02/06/2023;14:30;BELARUS;VYSSHAYA LIGA - ROUND 11;Dynamo Brest;FC Minsk;21;30;2,7;20;30;2,2667;0,7;0,6667;1,3667;4,9667
186;02/06/2023;15:45;FRANCE;LIGUE 2 - ROUND 38;Metz;Bastia;21;30;2,3333;20;30;2,4667;0,7;0,6667;1,3667;4,8
187;02/06/2023;12:30;ALGERIA;LIGUE 2 - ROUND 30;Ben Aknoun;Mostaganem;22;30;3,1333;19;30;2,5333;0,7333;0,6333;1,3666;5,6666
188;02/06/2023;15:45;FRANCE;LIGUE 2 - ROUND 38;Pau FC;Caen;19;30;2,5;22;30;2,6333;0,6333;0,7333;1,3666;5,1333
189;02/06/2023;12:30;ALGERIA;LIGUE 2 - ROUND 30;Temouchent;Tlemcen;22;30;2,5333;19;30;2,0667;0,7333;0,6333;1,3666;4,6
190;02/06/2023;10:30;CROATIA;PRVA NL - ROUND 33;Jarun;Cibalia;22;30;3,0333;19;30;2,0667;0,7333;0,6333;1,3666;5,1
191;02/06/2023;11:30;LIBYA;PREMIER LEAGUE - ROUND 17;Mahalla Tripoli;Asswehly;22;30;2,2333;19;30;2,3;0,7333;0,6333;1,3666;4,5333
192;02/06/2023;09:00;KAZAKHSTAN;FIRST DIVISION - ROUND 10;Arys;Taraz;7;11;3,4545;21;30;3,1;0,6364;0,7;1,3364;6,5545
193;02/06/2023;12:20;BELARUS;VYSSHAYA LIGA - ROUND 11;Slavia Mozyr;Naftan;19;30;2,2667;21;30;2,6333;0,6333;0,7;1,3333;4,9
194;02/06/2023;11:00;GREECE;SUPER LEAGUE 2 - ROUND 28;Kalamata;O.F. Ierapetra;18;30;1,8333;22;30;2,3333;0,6;0,7333;1,3333;4,1666
195;02/06/2023;15:00;URUGUAY;PRIMERA DIVISION - TORNEO INTERMEDIO - ROUND 1;Liverpool M.;Racing Montevideo;22;30;2,7667;18;30;1,9667;0,7333;0,6;1,3333;4,7334
196;02/06/2023;13:45;BULGARIA;PARVA LIGA - CHAMPIONSHIP GROUP - ROUND 34;Lok. Plovdiv;Cherno More;18;30;2,3333;22;30;2,4667;0,6;0,7333;1,3333;4,8
197;02/06/2023;11:00;EGYPT;DIVISION 2 - GROUP B - ROUND 28;Suez SC;ZED;21;30;2,4667;19;30;1,9667;0,7;0,6333;1,3333;4,4334
198;02/06/2023;15:30;EGYPT;PREMIER LEAGUE - ROUND 30;Pyramids;Future FC;21;30;2,3;18;30;2,0333;0,7;0,6;1,3;4,3333
199;02/06/2023;11:00;ARGENTINA;RESERVE LEAGUE - FIRST STAGE - ROUND 19;Barracas Central 2;Estudiantes L.P. 2;21;30;2,6;18;30;2,1667;0,7;0,6;1,3;4,7667
200;02/06/2023;22:15;ARGENTINA;TORNEO FEDERAL - ROUND 14;Antoniana;Boca Unidos;19;30;2,2;20;30;2,2;0,6333;0,6667;1,3;4,4
201;02/06/2023;19:00;ECUADOR;LIGA PRO - FIRST STAGE - ROUND 13;Ind. del Valle;Aucas;19;30;2,3;20;30;2,4;0,6333;0,6667;1,3;4,7
202;02/06/2023;11:30;LIBYA;PREMIER LEAGUE - ROUND 17;Al Akhdar;Darnes;22;30;2,6333;17;30;2,1;0,7333;0,5667;1,3;4,7333
203;02/06/2023;15:45;FRANCE;LIGUE 2 - ROUND 38;Grenoble;Guingamp;15;30;1,7667;24;30;2,5667;0,5;0,8;1,3;4,3334
204;02/06/2023;11:30;LIBYA;PREMIER LEAGUE - ROUND 17;Al-Khmes;Olympic Azzaweya;19;30;1,9333;20;30;1,9333;0,6333;0,6667;1,3;3,8666
205;02/06/2023;13:00;GAMBIA;GFA LEAGUE - ROUND 26;Greater Tomorrow;Team Rhino;16;25;2,36;19;30;1,9;0,64;0,6333;1,2733;4,26
206;02/06/2023;13:00;GAMBIA;GFA LEAGUE - ROUND 26;Brikama U.;Hawks;18;30;2,1667;20;30;2,2667;0,6;0,6667;1,2667;4,4334
207;02/06/2023;11:30;LIBYA;PREMIER LEAGUE - ROUND 17;Shabaab Al Jabal;Al Nasr;18;30;2,1333;20;30;2,0667;0,6;0,6667;1,2667;4,2
208;02/06/2023;12:00;GUINEA;LIGUE 1 - ROUND 23;Renaissance;Flamme Olympique;18;30;2,2667;20;30;2,4;0,6;0,6667;1,2667;4,6667
209;02/06/2023;11:00;EGYPT;DIVISION 2 - GROUP B - ROUND 28;Telecom Egypt;Mostaqbal;18;30;2,3667;18;27;2,4815;0,6;0,6667;1,2667;4,8482
210;02/06/2023;12:30;ALGERIA;LIGUE 2 - ROUND 30;RC Kouba;JSM Tiaret;18;30;2,5667;20;30;2,4333;0,6;0,6667;1,2667;5,0
211;02/06/2023;11:00;EGYPT;DIVISION 2 - GROUP B - ROUND 28;Wadi Degla;Porto Suez;19;30;2,4667;19;30;2,2667;0,6333;0,6333;1,2666;4,7334
212;02/06/2023;15:45;IRELAND;PREMIER DIVISION - ROUND 18;Derry City;Shelbourne;19;30;2,2667;19;30;2,1667;0,6333;0,6333;1,2666;4,4334
213;02/06/2023;15:30;JORDAN;SHIELD CUP - ROUND 4;Aqaba;Al Ramtha;17;30;1,9667;20;30;2,4;0,5667;0,6667;1,2334;4,3667
214;02/06/2023;11:00;EGYPT;DIVISION 2 - GROUP B - ROUND 28;Petrojet;Eastern Company;14;30;1,9;22;30;2,2667;0,4667;0,7333;1,2;4,1667
215;02/06/2023;11:00;GREECE;SUPER LEAGUE 2 - ROUND 28;PAE Chania;AEK Athens FC B;17;30;1,8333;19;30;2,4;0,5667;0,6333;1,2;4,2333
216;02/06/2023;15:45;FRANCE;LIGUE 2 - ROUND 38;Le Havre;Dijon;15;30;1,8;21;30;2,1667;0,5;0,7;1,2;3,9667
217;02/06/2023;13:15;SIERRA LEONE;PREMIER LEAGUE - ROUND 29;SLIFA;Wusum Stars;14;30;1,6333;22;30;2,6667;0,4667;0,7333;1,2;4,3
218;02/06/2023;11:00;ARGENTINA;RESERVE LEAGUE - FIRST STAGE - ROUND 19;Colon Santa Fe 2;San Lorenzo 2;20;30;2,5667;16;30;2,0667;0,6667;0,5333;1,2;4,6334
219;02/06/2023;12:00;GUINEA;LIGUE 1 - ROUND 23;SOAR;Sequence;14;30;1,9;21;30;2,5667;0,4667;0,7;1,1667;4,4667
220;02/06/2023;23:00;CANADA;CANADIAN PREMIER LEAGUE;Vancouver FC;Pacific FC;4;8;1,75;20;30;2,4;0,5;0,6667;1,1667;4,15
221;02/06/2023;12:30;ALGERIA;LIGUE 2 - ROUND 30;GC Mascara;Widad Adabi de Boufarik;17;30;2,3;18;30;2,2667;0,5667;0,6;1,1667;4,5667
222;02/06/2023;15:30;ITALY;SERIE B - PLAY OFFS - SEMI-FINALS;Bari;Sudtirol;18;30;2,2333;17;30;1,7;0,6;0,5667;1,1667;3,9333
223;02/06/2023;11:00;EGYPT;DIVISION 2 - GROUP B - ROUND 28;El Alameen;Tersana;20;30;2,4333;15;30;1,6667;0,6667;0,5;1,1667;4,1
224;02/06/2023;12:30;ALGERIA;LIGUE 2 - ROUND 30;Relizane;ASM Oran;19;30;3,0333;16;30;1,9;0,6333;0,5333;1,1666;4,9333
225;02/06/2023;15:30;IVORY COAST;LIGUE 1 - ROUND 29;Stade d Abidjan;Stella Adjame;19;30;2,2333;16;30;1,8667;0,6333;0,5333;1,1666;4,1
226;02/06/2023;21:30;ARGENTINA;LIGA PROFESIONAL - ROUND 19;Argentinos Jrs;Platense;16;30;2,0667;19;30;2,1333;0,5333;0,6333;1,1666;4,2
227;02/06/2023;11:30;LIBYA;PREMIER LEAGUE - ROUND 17;Al Sadaqa;Al Hilal;17;30;1,8333;17;30;1,8333;0,5667;0,5667;1,1334;3,6666
228;02/06/2023;13:00;EGYPT;PREMIER LEAGUE - ROUND 30;Ceramica Cleopatra;Pharco;18;30;2,1;16;30;1,9333;0,6;0,5333;1,1333;4,0333
229;02/06/2023;07:00;ETHIOPIA;PREMIER LEAGUE - ROUND 27;Hawassa;Welayta Dicha;19;30;2,2667;15;30;1,7333;0,6333;0,5;1,1333;4,0
230;02/06/2023;11:30;LIBYA;PREMIER LEAGUE - ROUND 17;Al Taawun;Al-Suqoor;18;30;2,1667;8;16;2,1875;0,6;0,5;1,1;4,3542
231;02/06/2023;13:15;SIERRA LEONE;PREMIER LEAGUE - ROUND 29;Old Edwardians;Diamond Stars;16;30;1,9667;17;30;2,0333;0,5333;0,5667;1,1;4,0
232;02/06/2023;11:00;EGYPT;DIVISION 2 - GROUP B - ROUND 28;Kahrabaa Ismailia;Shabab Al Obour;20;28;2,3929;11;29;1,6897;0,7143;0,3793;1,0936;4,0826
233;02/06/2023;12:30;ALGERIA;LIGUE 2 - ROUND 30;Oued Sly;SC Mecheria;21;30;2,6;11;30;1,6;0,7;0,3667;1,0667;4,2
234;02/06/2023;11:30;LIBYA;PREMIER LEAGUE - ROUND 17;Al-Ittihad;Al-Athad;16;30;2,0;16;30;1,6;0,5333;0,5333;1,0666;3,6
235;02/06/2023;11:00;EGYPT;DIVISION 2 - GROUP B - ROUND 28;Al-Sekka;El-Entag El-Harby;16;30;1,9667;15;30;1,8;0,5333;0,5;1,0333;3,7667
236;02/06/2023;11:00;EGYPT;DIVISION 2 - GROUP B - ROUND 28;Al Nasr;Al Qanah;14;30;2,3;16;30;1,9667;0,4667;0,5333;1,0;4,2667
237;02/06/2023;13:00;GAMBIA;GFA LEAGUE - ROUND 26;WAA Banjul;Wallidan;15;30;1,5;14;30;1,5667;0,5;0,4667;0,9667;3,0667
238;02/06/2023;13:00;GAMBIA;GFA LEAGUE - ROUND 26;Marimoo;Steve Biko;14;30;1,6667;15;30;1,7333;0,4667;0,5;0,9667;3,4
239;02/06/2023;11:30;LIBYA;PREMIER LEAGUE - ROUND 17;Al Ahly Benghazi;Al Tahaddi;12;30;1,7667;16;30;1,8;0,4;0,5333;0,9333;3,5667
240;02/06/2023;13:15;SIERRA LEONE;PREMIER LEAGUE - ROUND 29;East End Lions;FC Johansen;12;30;1,5667;15;30;1,7333;0,4;0,5;0,9;3,3
241;02/06/2023;10:00;ZIMBABWE;PREMIER SOCCER LEAGUE - ROUND 12;Simba Bhora;Triangle;5;11;1,3636;13;30;1,4333;0,4545;0,4333;0,8878;2,7969
